danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,href,analysis_url,duration_ms,time_signature,artists,popularity,name,release_date,album
0.633,0.799,7,-4.625,0,0.0429,0.0142,0.0,0.194,0.535,142.991,audio_features,7lthOBXNue2IvedLRfkod8,spotify:track:7lthOBXNue2IvedLRfkod8,https://api.spotify.com/v1/tracks/7lthOBXNue2IvedLRfkod8,https://api.spotify.com/v1/audio-analysis/7lthOBXNue2IvedLRfkod8,234178,4,BTS,74,HOME,2019-04-12,MAP OF THE SOUL : PERSONA
0.622,0.537,0,-4.435,1,0.0335,0.261,0.0,0.0781,0.25,60.018,audio_features,0lUTfNGloo4xNLbcGd3Yg6,spotify:track:0lUTfNGloo4xNLbcGd3Yg6,https://api.spotify.com/v1/tracks/0lUTfNGloo4xNLbcGd3Yg6,https://api.spotify.com/v1/audio-analysis/0lUTfNGloo4xNLbcGd3Yg6,212716,4,Hoody,8,Like You,2016-12-16,On and On
0.659,0.799,1,-2.849,0,0.0629,0.417,0.0,0.0562,0.782,103.99,audio_features,3mmLyEhphJAaW7hyEXAD8l,spotify:track:3mmLyEhphJAaW7hyEXAD8l,https://api.spotify.com/v1/tracks/3mmLyEhphJAaW7hyEXAD8l,https://api.spotify.com/v1/audio-analysis/3mmLyEhphJAaW7hyEXAD8l,181373,4,BOL4,7,Some,2017-09-27,Red Diary Page.1
0.461,0.423,4,-9.161,1,0.0369,0.486,0.00118,0.137,0.546,146.061,audio_features,2cE5PbW9PhPmnyETXqH3VE,spotify:track:2cE5PbW9PhPmnyETXqH3VE,https://api.spotify.com/v1/tracks/2cE5PbW9PhPmnyETXqH3VE,https://api.spotify.com/v1/audio-analysis/2cE5PbW9PhPmnyETXqH3VE,188067,4,RADWIMPS,57,Grand Escape (Movie Edit) [feat. Toko Miura],2019-07-19,Weathering With You
0.874,0.787,10,-2.416,0,0.129,0.118,0.0,0.11,0.896,108.007,audio_features,1iIhGHzzrzqQfuNkFI2qAn,spotify:track:1iIhGHzzrzqQfuNkFI2qAn,https://api.spotify.com/v1/tracks/1iIhGHzzrzqQfuNkFI2qAn,https://api.spotify.com/v1/audio-analysis/1iIhGHzzrzqQfuNkFI2qAn,227227,4,ZICO,69,Any song,2020-01-13,Any song
0.469,0.631,5,-5.016,0,0.0926,0.127,0.0,0.399,0.643,173.689,audio_features,4T5fM8eGg5Pj6PLtIGLeU5,spotify:track:4T5fM8eGg5Pj6PLtIGLeU5,https://api.spotify.com/v1/tracks/4T5fM8eGg5Pj6PLtIGLeU5,https://api.spotify.com/v1/audio-analysis/4T5fM8eGg5Pj6PLtIGLeU5,209566,4,YUJU,43,Love Rain,2018-06-29,Love Rain
0.483,0.814,0,-2.407,1,0.143,0.683,0.0,0.0918,0.696,82.814,audio_features,6T3Mlx5fr71sm0u1YDAb4R,spotify:track:6T3Mlx5fr71sm0u1YDAb4R,https://api.spotify.com/v1/tracks/6T3Mlx5fr71sm0u1YDAb4R,https://api.spotify.com/v1/audio-analysis/6T3Mlx5fr71sm0u1YDAb4R,213853,4,BOL4,3,Galaxy 우주를 줄게,2016-08-29,Full Album RED PLANET
0.641,0.932,9,-4.877,1,0.156,0.0156,0.0,0.117,0.253,119.965,audio_features,3jg1u32Pn1c2M5r6SAQBCC,spotify:track:3jg1u32Pn1c2M5r6SAQBCC,https://api.spotify.com/v1/tracks/3jg1u32Pn1c2M5r6SAQBCC,https://api.spotify.com/v1/audio-analysis/3jg1u32Pn1c2M5r6SAQBCC,207252,4,GFRIEND,55,Apple,2020-07-13,回:Song of the Sirens
0.457,0.674,10,-6.37,1,0.255,0.0237,0.0161,0.34,0.171,159.851,audio_features,4PA4shomDPO4XTHUYbNmjB,spotify:track:4PA4shomDPO4XTHUYbNmjB,https://api.spotify.com/v1/tracks/4PA4shomDPO4XTHUYbNmjB,https://api.spotify.com/v1/audio-analysis/4PA4shomDPO4XTHUYbNmjB,222502,4,Epik High,42,In Seoul,2019-03-11,sleepless in __________
0.781,0.762,10,-5.188,0,0.0626,0.0222,0.0,0.121,0.86,110.042,audio_features,0ono6UCNVZ1XqOm6j78Blu,spotify:track:0ono6UCNVZ1XqOm6j78Blu,https://api.spotify.com/v1/tracks/0ono6UCNVZ1XqOm6j78Blu,https://api.spotify.com/v1/audio-analysis/0ono6UCNVZ1XqOm6j78Blu,180221,4,BTS,79,Filter,2020-02-21,MAP OF THE SOUL : 7
0.74,0.804,3,-2.187,1,0.0546,0.411,0.0,0.0578,0.791,150.013,audio_features,7nkp1uuSbKkoxMvEs8cSw0,spotify:track:7nkp1uuSbKkoxMvEs8cSw0,https://api.spotify.com/v1/tracks/7nkp1uuSbKkoxMvEs8cSw0,https://api.spotify.com/v1/audio-analysis/7nkp1uuSbKkoxMvEs8cSw0,198796,4,PENTAGON,66,Shine,2018-04-02,Positive
0.477,0.85,3,-1.486,0,0.0911,0.00108,0.0,0.0675,0.601,163.845,audio_features,60M8FSYZP8MA0Wy2huOADL,spotify:track:60M8FSYZP8MA0Wy2huOADL,https://api.spotify.com/v1/tracks/60M8FSYZP8MA0Wy2huOADL,https://api.spotify.com/v1/audio-analysis/60M8FSYZP8MA0Wy2huOADL,210893,4,EVERGLOW,31,LA DI DA,2020-09-21,-77.82x-78.29
0.806,0.707,7,-4.623,1,0.0307,0.331,0.0,0.294,0.746,118.011,audio_features,6qAzAmPBUpGrk7XADZHR5k,spotify:track:6qAzAmPBUpGrk7XADZHR5k,https://api.spotify.com/v1/tracks/6qAzAmPBUpGrk7XADZHR5k,https://api.spotify.com/v1/audio-analysis/6qAzAmPBUpGrk7XADZHR5k,209648,4,iKON,6,LOVE SCENARIO,2018-01-25,Return
0.707,0.908,0,-3.659,0,0.127,0.0145,0.0,0.0708,0.764,100.986,audio_features,3o9qNRXL17RTUZQj1x50U2,spotify:track:3o9qNRXL17RTUZQj1x50U2,https://api.spotify.com/v1/tracks/3o9qNRXL17RTUZQj1x50U2,https://api.spotify.com/v1/audio-analysis/3o9qNRXL17RTUZQj1x50U2,260013,4,SHINee,28,Your Number,2018-04-18,SHINee THE BEST FROM NOW ON
0.664,0.883,9,-2.79,0,0.0743,0.0756,0.0,0.379,0.657,97.489,audio_features,3HkColMqZTyFoSENauFqBk,spotify:track:3HkColMqZTyFoSENauFqBk,https://api.spotify.com/v1/tracks/3HkColMqZTyFoSENauFqBk,https://api.spotify.com/v1/audio-analysis/3HkColMqZTyFoSENauFqBk,190920,4,Dreamcatcher,44,The curse of the Spider,2019-09-18,Raid of Dream
0.68,0.623,1,-2.695,1,0.0467,0.825,0.0,0.128,0.428,79.968,audio_features,2mg7JShA6HPvWPvQQ70FDI,spotify:track:2mg7JShA6HPvWPvQQ70FDI,https://api.spotify.com/v1/tracks/2mg7JShA6HPvWPvQQ70FDI,https://api.spotify.com/v1/audio-analysis/2mg7JShA6HPvWPvQQ70FDI,201772,4,BOL4,1,Full Album RED PLANET [Hidden Track] - 좋다고 말해,2016-12-21,Full Album RED PLANET [Hidden Track] - 좋다고 말해
0.697,0.721,9,-4.006,0,0.0718,0.513,0.0,0.309,0.499,121.969,audio_features,72U1LHAaKU1w83keZn7W0a,spotify:track:72U1LHAaKU1w83keZn7W0a,https://api.spotify.com/v1/tracks/72U1LHAaKU1w83keZn7W0a,https://api.spotify.com/v1/audio-analysis/72U1LHAaKU1w83keZn7W0a,243331,4,AKMU,0,CHOCOLADY,2017-01-03,WINTER
0.633,0.701,8,-4.244,1,0.0571,0.302,0.0,0.0705,0.883,138.03,audio_features,27QhWLY0pFCM6OxoMy535N,spotify:track:27QhWLY0pFCM6OxoMy535N,https://api.spotify.com/v1/tracks/27QhWLY0pFCM6OxoMy535N,https://api.spotify.com/v1/audio-analysis/27QhWLY0pFCM6OxoMy535N,73478,4,バンドハラスメント,21,一目惚れ -ちはやふる3 ED size ver-,2019-10-29,一目惚れ -ちはやふる3 ED size ver-
0.76,0.646,5,-6.988,0,0.311,0.11,0.0,0.11,0.525,92.992,audio_features,1GdYCxlSkVmyWsWkSvZMbf,spotify:track:1GdYCxlSkVmyWsWkSvZMbf,https://api.spotify.com/v1/tracks/1GdYCxlSkVmyWsWkSvZMbf,https://api.spotify.com/v1/audio-analysis/1GdYCxlSkVmyWsWkSvZMbf,208359,4,ZICO,4,Pride And Prejudice,2015-12-07,Gallery
0.732,0.354,9,-8.361,1,0.0365,0.439,1.86e-05,0.128,0.554,87.991,audio_features,12AZFn9F5h9tlxMEbdZEwm,spotify:track:12AZFn9F5h9tlxMEbdZEwm,https://api.spotify.com/v1/tracks/12AZFn9F5h9tlxMEbdZEwm,https://api.spotify.com/v1/audio-analysis/12AZFn9F5h9tlxMEbdZEwm,217818,4,Junggigo,46,"247 (Feat. Zion.T, Crush, DEAN)",2017-04-20,ACROSS THE UNIVERSE
0.757,0.624,1,-7.529,0,0.255,0.489,0.00853,0.102,0.485,87.017,audio_features,19vA9vjtcyFNDrGixsYozl,spotify:track:19vA9vjtcyFNDrGixsYozl,https://api.spotify.com/v1/tracks/19vA9vjtcyFNDrGixsYozl,https://api.spotify.com/v1/audio-analysis/19vA9vjtcyFNDrGixsYozl,243175,4,Primary,8,Bawling,2015-03-24,Lucky You!
0.444,0.944,11,-3.974,1,0.0876,0.000621,0.0,0.371,0.369,167.965,audio_features,3cw2uYh357D4akYnnmv2KS,spotify:track:3cw2uYh357D4akYnnmv2KS,https://api.spotify.com/v1/tracks/3cw2uYh357D4akYnnmv2KS,https://api.spotify.com/v1/audio-analysis/3cw2uYh357D4akYnnmv2KS,221400,4,GFRIEND,42,Eye of the Storm,2020-07-13,回:Song of the Sirens
0.855,0.58,5,-6.951,1,0.141,0.234,0.0,0.0965,0.518,96.998,audio_features,1pz24zu5H9A0S1a2NKT4F0,spotify:track:1pz24zu5H9A0S1a2NKT4F0,https://api.spotify.com/v1/tracks/1pz24zu5H9A0S1a2NKT4F0,https://api.spotify.com/v1/audio-analysis/1pz24zu5H9A0S1a2NKT4F0,219391,4,ZICO,59,SoulMate (feat. IU),2018-07-30,SoulMate (feat. IU)
0.638,0.608,5,-7.293,1,0.0265,0.681,3.29e-06,0.15,0.512,117.942,audio_features,7n0iAbKxSznm6B3WsMSCH4,spotify:track:7n0iAbKxSznm6B3WsMSCH4,https://api.spotify.com/v1/tracks/7n0iAbKxSznm6B3WsMSCH4,https://api.spotify.com/v1/audio-analysis/7n0iAbKxSznm6B3WsMSCH4,299640,4,yanaginagi,40,アクアテラリウム,2014-12-10,ポリオミノ
0.492,0.858,2,-3.262,1,0.0416,0.000351,0.0,0.321,0.465,139.968,audio_features,30vwJyzztkKAKf0XEkR7Rc,spotify:track:30vwJyzztkKAKf0XEkR7Rc,https://api.spotify.com/v1/tracks/30vwJyzztkKAKf0XEkR7Rc,https://api.spotify.com/v1/audio-analysis/30vwJyzztkKAKf0XEkR7Rc,275604,4,THE ORAL CIGARETTES,34,Tonariau,2018-06-13,Kisses and Kills
0.583,0.817,9,-5.146,0,0.0987,0.118,0.0,0.338,0.438,105.936,audio_features,2QyuXBcV1LJ2rq01KhreMF,spotify:track:2QyuXBcV1LJ2rq01KhreMF,https://api.spotify.com/v1/tracks/2QyuXBcV1LJ2rq01KhreMF,https://api.spotify.com/v1/audio-analysis/2QyuXBcV1LJ2rq01KhreMF,246381,4,BTS,78,ON,2020-02-21,MAP OF THE SOUL : 7
0.812,0.545,0,-8.165,1,0.141,0.321,0.0,0.136,0.742,127.994,audio_features,59SpSJIhUabBPX5iseriso,spotify:track:59SpSJIhUabBPX5iseriso,https://api.spotify.com/v1/tracks/59SpSJIhUabBPX5iseriso,https://api.spotify.com/v1/audio-analysis/59SpSJIhUabBPX5iseriso,179229,4,DAY6,42,About Now,2019-10-22,The Book of Us : Entropy
0.853,0.638,1,-4.911,1,0.0536,0.379,0.0,0.27,0.872,102.06,audio_features,3jM4UiYD4GLhlbDzGRVkkX,spotify:track:3jM4UiYD4GLhlbDzGRVkkX,https://api.spotify.com/v1/tracks/3jM4UiYD4GLhlbDzGRVkkX,https://api.spotify.com/v1/audio-analysis/3jM4UiYD4GLhlbDzGRVkkX,193321,4,AKMU,1,200%,2014-04-07,PLAY
0.708,0.441,5,-4.212,0,0.0623,0.555,4.52e-06,0.121,0.275,79.958,audio_features,4T2cOfemKB0owJS2JOu7dF,spotify:track:4T2cOfemKB0owJS2JOu7dF,https://api.spotify.com/v1/tracks/4T2cOfemKB0owJS2JOu7dF,https://api.spotify.com/v1/audio-analysis/4T2cOfemKB0owJS2JOu7dF,229750,4,Cosmic Boy,56,"Can I Love ? (feat. youra, Meego)",2019-02-18,Can I Love ?
0.756,0.609,3,-7.927,1,0.0544,0.217,0.00474,0.096,0.537,117.023,audio_features,5EYi2rH4LYs6M21ZLOyQTx,spotify:track:5EYi2rH4LYs6M21ZLOyQTx,https://api.spotify.com/v1/tracks/5EYi2rH4LYs6M21ZLOyQTx,https://api.spotify.com/v1/audio-analysis/5EYi2rH4LYs6M21ZLOyQTx,155720,4,Rex Orange County,76,Loving Is Easy,2017-10-11,Loving Is Easy
0.559,0.873,0,-4.401,0,0.0543,0.0281,0.0,0.185,0.797,150.055,audio_features,1dGF5ymTyBB2ZmOypkeU1F,spotify:track:1dGF5ymTyBB2ZmOypkeU1F,https://api.spotify.com/v1/tracks/1dGF5ymTyBB2ZmOypkeU1F,https://api.spotify.com/v1/audio-analysis/1dGF5ymTyBB2ZmOypkeU1F,209636,4,須田景凪,65,veil,2019-08-21,porte
0.511,0.923,9,-2.554,1,0.0867,0.142,0.0,0.172,0.765,152.034,audio_features,2AmRjWxvLxJK3DjCYNruLI,spotify:track:2AmRjWxvLxJK3DjCYNruLI,https://api.spotify.com/v1/tracks/2AmRjWxvLxJK3DjCYNruLI,https://api.spotify.com/v1/audio-analysis/2AmRjWxvLxJK3DjCYNruLI,156160,4,RADWIMPS,48,Celebration (Movie Edit) [feat. Toko Miura],2019-07-19,Weathering With You
0.522,0.881,8,-2.156,0,0.0474,0.203,0.0,0.14,0.585,136.94,audio_features,4PznbgDjd758n6d8EzJWJ0,spotify:track:4PznbgDjd758n6d8EzJWJ0,https://api.spotify.com/v1/tracks/4PznbgDjd758n6d8EzJWJ0,https://api.spotify.com/v1/audio-analysis/4PznbgDjd758n6d8EzJWJ0,249178,4,GFRIEND,43,Memoria (Korean Ver.),2019-01-14,GFRIEND The 2nd Album 'Time for us'
0.554,0.589,3,-8.163,0,0.231,0.613,0.000257,0.0982,0.414,74.982,audio_features,4TwVtW8hS5LyLoDtJGpUOg,spotify:track:4TwVtW8hS5LyLoDtJGpUOg,https://api.spotify.com/v1/tracks/4TwVtW8hS5LyLoDtJGpUOg,https://api.spotify.com/v1/audio-analysis/4TwVtW8hS5LyLoDtJGpUOg,207308,4,88rising,64,History,2018-07-20,Head In The Clouds
0.756,0.93,1,-1.082,0,0.0274,0.281,0.0,0.11,0.737,99.988,audio_features,0t7kjpVLgOYITrSfFCoBEA,spotify:track:0t7kjpVLgOYITrSfFCoBEA,https://api.spotify.com/v1/tracks/0t7kjpVLgOYITrSfFCoBEA,https://api.spotify.com/v1/audio-analysis/0t7kjpVLgOYITrSfFCoBEA,201160,4,Girls' Generation,63,Gee,2010-01-28,Oh! - The Second Album
0.517,0.0917,0,-18.395,1,0.0336,0.876,0.629,0.108,0.0836,95.068,audio_features,72PqmnVj86bfTnkFiQ9Mx9,spotify:track:72PqmnVj86bfTnkFiQ9Mx9,https://api.spotify.com/v1/tracks/72PqmnVj86bfTnkFiQ9Mx9,https://api.spotify.com/v1/audio-analysis/72PqmnVj86bfTnkFiQ9Mx9,267173,4,Esbjörn Svensson Trio,49,Where We Used To Live,2006-09-22,Tuesday Wonderland
0.625,0.854,5,-3.217,0,0.0336,0.23,0.0,0.365,0.469,121.986,audio_features,2dsPGCLRGlDsBecC5KNX74,spotify:track:2dsPGCLRGlDsBecC5KNX74,https://api.spotify.com/v1/tracks/2dsPGCLRGlDsBecC5KNX74,https://api.spotify.com/v1/audio-analysis/2dsPGCLRGlDsBecC5KNX74,207507,4,GFRIEND,43,Room of Mirrors,2020-07-13,回:Song of the Sirens
0.714,0.736,2,-3.801,1,0.0457,0.191,0.0,0.0553,0.814,149.985,audio_features,5GKwq4sO5ZHKuWaDmdwMQc,spotify:track:5GKwq4sO5ZHKuWaDmdwMQc,https://api.spotify.com/v1/tracks/5GKwq4sO5ZHKuWaDmdwMQc,https://api.spotify.com/v1/audio-analysis/5GKwq4sO5ZHKuWaDmdwMQc,210818,4,Red Velvet,70,Bad Boy,2018-01-29,The Perfect Red Velvet - The 2nd Album Repackage
0.314,0.526,0,-4.686,0,0.0484,0.428,0.0,0.126,0.195,78.643,audio_features,1POlsQls16ppLPVmr4FGLt,spotify:track:1POlsQls16ppLPVmr4FGLt,https://api.spotify.com/v1/tracks/1POlsQls16ppLPVmr4FGLt,https://api.spotify.com/v1/audio-analysis/1POlsQls16ppLPVmr4FGLt,192441,5,CHANYEOL,32,Stay With Me,2016-12-03,"Guardian (Original Television Soundtrack), Pt. 1"
0.617,0.638,2,-6.901,1,0.0433,0.374,2.89e-06,0.302,0.69,75.956,audio_features,6O4J9lITTLkSoloSVbqbEj,spotify:track:6O4J9lITTLkSoloSVbqbEj,https://api.spotify.com/v1/tracks/6O4J9lITTLkSoloSVbqbEj,https://api.spotify.com/v1/audio-analysis/6O4J9lITTLkSoloSVbqbEj,229067,4,george,51,Something,2018-08-17,"Gangnam Beauty, Pt. 4 (Original Television Soundtrack)"
0.491,0.763,7,-4.16,1,0.0571,0.0474,0.0,0.168,0.258,163.953,audio_features,2gcnRgVUNNsvrG8ovhLqyo,spotify:track:2gcnRgVUNNsvrG8ovhLqyo,https://api.spotify.com/v1/tracks/2gcnRgVUNNsvrG8ovhLqyo,https://api.spotify.com/v1/audio-analysis/2gcnRgVUNNsvrG8ovhLqyo,207013,4,GFRIEND,42,Here We Are,2020-02-03,回:LABYRINTH
0.769,0.546,0,-8.27,0,0.0387,0.645,0.000231,0.0948,0.603,120.22,audio_features,1ITJTMrS4cx8zdlI7DdSoo,spotify:track:1ITJTMrS4cx8zdlI7DdSoo,https://api.spotify.com/v1/tracks/1ITJTMrS4cx8zdlI7DdSoo,https://api.spotify.com/v1/audio-analysis/1ITJTMrS4cx8zdlI7DdSoo,243601,4,HONNE,61,Me & You ◑,2018-08-24,Love Me / Love Me Not
0.711,0.73,1,-4.979,0,0.0436,0.269,2.34e-06,0.109,0.604,93.015,audio_features,1dA1tlzwcJ3YDYsSul1m06,spotify:track:1dA1tlzwcJ3YDYsSul1m06,https://api.spotify.com/v1/tracks/1dA1tlzwcJ3YDYsSul1m06,https://api.spotify.com/v1/audio-analysis/1dA1tlzwcJ3YDYsSul1m06,210158,4,HEIZE,50,Jenga (feat. Gaeko),2018-03-08,Wish & Wind
0.643,0.766,11,-5.607,1,0.224,0.0343,0.0,0.246,0.737,149.984,audio_features,7EOGIqRUHjsnDFoerUgBWY,spotify:track:7EOGIqRUHjsnDFoerUgBWY,https://api.spotify.com/v1/tracks/7EOGIqRUHjsnDFoerUgBWY,https://api.spotify.com/v1/audio-analysis/7EOGIqRUHjsnDFoerUgBWY,193974,4,DPR LIVE,50,Cheese & Wine,2017-03-15,Coming To You Live
0.426,0.408,3,-9.419,1,0.0524,0.771,7.88e-06,0.394,0.528,76.309,audio_features,41CgzGD7xlgnJe14R4cqkL,spotify:track:41CgzGD7xlgnJe14R4cqkL,https://api.spotify.com/v1/tracks/41CgzGD7xlgnJe14R4cqkL,https://api.spotify.com/v1/audio-analysis/41CgzGD7xlgnJe14R4cqkL,204712,4,Lauv,70,Paris in the Rain,2018-05-31,I met you when I was 18. (the playlist)
0.597,0.771,5,-10.717,1,0.0393,0.0112,4.8e-06,0.0987,0.811,104.009,audio_features,7mjOxXnZYbGtgjyX0hqaLs,spotify:track:7mjOxXnZYbGtgjyX0hqaLs,https://api.spotify.com/v1/tracks/7mjOxXnZYbGtgjyX0hqaLs,https://api.spotify.com/v1/audio-analysis/7mjOxXnZYbGtgjyX0hqaLs,186681,4,boy pablo,59,Losing You,2018-10-05,Soy Pablo
0.739,0.706,9,-6.534,1,0.152,0.219,0.0,0.132,0.558,144.112,audio_features,2BFAuDIbegplcWK9iS4fUR,spotify:track:2BFAuDIbegplcWK9iS4fUR,https://api.spotify.com/v1/tracks/2BFAuDIbegplcWK9iS4fUR,https://api.spotify.com/v1/audio-analysis/2BFAuDIbegplcWK9iS4fUR,232867,4,Park Kyung,13,Ordinary Love,2015-09-21,Ordinary Love
0.67,0.874,8,-5.221,1,0.0305,0.00231,1.72e-05,0.3,0.789,130.041,audio_features,3dPtXHP0oXQ4HCWHsOA9js,spotify:track:3dPtXHP0oXQ4HCWHsOA9js,https://api.spotify.com/v1/tracks/3dPtXHP0oXQ4HCWHsOA9js,https://api.spotify.com/v1/audio-analysis/3dPtXHP0oXQ4HCWHsOA9js,261013,4,YOASOBI,76,夜に駆ける,2019-12-15,夜に駆ける
0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,audio_features,5fVZC9GiM4e8vu99W0Xf6J,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/tracks/5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/audio-analysis/5fVZC9GiM4e8vu99W0Xf6J,262533,4,The Fray,80,How to Save a Life,2005-09-13,How To Save A Life
0.509,0.502,1,-6.972,0,0.092,0.765,0.0,0.396,0.341,79.16,audio_features,0iYZsa6xdTvKrwFufLWafC,spotify:track:0iYZsa6xdTvKrwFufLWafC,https://api.spotify.com/v1/tracks/0iYZsa6xdTvKrwFufLWafC,https://api.spotify.com/v1/audio-analysis/0iYZsa6xdTvKrwFufLWafC,205312,4,HEIZE,17,"You, Clouds, Rain",2017-06-26,"/// (You, Clouds, Rain)"
0.611,0.63,9,-4.419,0,0.363,0.566,0.0,0.237,0.66,65.619,audio_features,5MvxeZPiiLAuB5gI8k3ynk,spotify:track:5MvxeZPiiLAuB5gI8k3ynk,https://api.spotify.com/v1/tracks/5MvxeZPiiLAuB5gI8k3ynk,https://api.spotify.com/v1/audio-analysis/5MvxeZPiiLAuB5gI8k3ynk,195230,4,IU,55,Can't Love You Anymore (With OHHYUK),2017-04-21,Palette
0.481,0.447,6,-7.113,0,0.115,0.571,0.0,0.149,0.178,119.794,audio_features,2oUallb0gAqnNnfGbM4qvT,spotify:track:2oUallb0gAqnNnfGbM4qvT,https://api.spotify.com/v1/tracks/2oUallb0gAqnNnfGbM4qvT,https://api.spotify.com/v1/audio-analysis/2oUallb0gAqnNnfGbM4qvT,311677,4,CODE KUNST,48,X (Feat. LEE HI),2017-02-28,MUGGLES' MANSION
0.557,0.719,2,-4.515,0,0.0372,0.00267,0.0,0.306,0.344,77.501,audio_features,3aW0ds4A4tSQDIp75FqWTo,spotify:track:3aW0ds4A4tSQDIp75FqWTo,https://api.spotify.com/v1/tracks/3aW0ds4A4tSQDIp75FqWTo,https://api.spotify.com/v1/audio-analysis/3aW0ds4A4tSQDIp75FqWTo,242334,4,BTS,74,FAKE LOVE,2018-05-18,Love Yourself 轉 'Tear'
