danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,href,analysis_url,duration_ms,time_signature,artists,popularity,name,release_date,album
0.628,0.284,4,-11.629,1,0.102,0.544,5.01e-06,0.121,0.354,91.131,audio_features,6ToAD7ajJidQTDn72OncDG,spotify:track:6ToAD7ajJidQTDn72OncDG,https://api.spotify.com/v1/tracks/6ToAD7ajJidQTDn72OncDG,https://api.spotify.com/v1/audio-analysis/6ToAD7ajJidQTDn72OncDG,161624,4,Zion.T,0,꺼내 먹어요 (Eat),2015-05-19,꺼내 먹어요 (Eat) - Single
0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,audio_features,7ycWLEP1GsNjVvcjawXz3z,spotify:track:7ycWLEP1GsNjVvcjawXz3z,https://api.spotify.com/v1/tracks/7ycWLEP1GsNjVvcjawXz3z,https://api.spotify.com/v1/audio-analysis/7ycWLEP1GsNjVvcjawXz3z,205040,4,A$AP Rocky,80,Praise The Lord (Da Shine) (feat. Skepta),2018-05-25,TESTING
0.651,0.749,5,-3.707,0,0.0412,0.188,0.0,0.0723,0.93,150.019,audio_features,0k6ItoyE50QuW50nGYLO2v,spotify:track:0k6ItoyE50QuW50nGYLO2v,https://api.spotify.com/v1/tracks/0k6ItoyE50QuW50nGYLO2v,https://api.spotify.com/v1/audio-analysis/0k6ItoyE50QuW50nGYLO2v,212334,4,Jay Park,0,Drive (feat. Gray),2016-10-20,Everything You Wanted
0.729,0.865,6,-4.957,1,0.103,0.561,0.0,0.0456,0.761,92.982,audio_features,4q9zQ8wm3J2O8fzrV18XwP,spotify:track:4q9zQ8wm3J2O8fzrV18XwP,https://api.spotify.com/v1/tracks/4q9zQ8wm3J2O8fzrV18XwP,https://api.spotify.com/v1/audio-analysis/4q9zQ8wm3J2O8fzrV18XwP,236269,4,Epik High,0,LOVE STORY,2017-10-23,WE'VE DONE SOMETHING WONDERFUL
0.655,0.665,7,-4.785,1,0.0358,0.0873,0.0,0.122,0.535,112.831,audio_features,1qz2bFE5ZtwZSd6DNed2RJ,spotify:track:1qz2bFE5ZtwZSd6DNed2RJ,https://api.spotify.com/v1/tracks/1qz2bFE5ZtwZSd6DNed2RJ,https://api.spotify.com/v1/audio-analysis/1qz2bFE5ZtwZSd6DNed2RJ,199281,4,HEIZE,5,Shut Up & Groove (feat. DEAN) [From And July],2016-06-02,Shut Up & Groove (feat. DEAN) [From And July]
0.713,0.731,11,-5.558,0,0.0383,0.0527,0.0,0.0981,0.417,134.04,audio_features,5K209mgnrnMPLNIluT9m77,spotify:track:5K209mgnrnMPLNIluT9m77,https://api.spotify.com/v1/tracks/5K209mgnrnMPLNIluT9m77,https://api.spotify.com/v1/audio-analysis/5K209mgnrnMPLNIluT9m77,276440,4,Loco,45,Still (Feat. Crush),2017-05-25,BLEACHED
0.496,0.63,6,-7.849,0,0.186,0.0747,0.0,0.638,0.318,168.225,audio_features,7LN1f9jAIu7yxBzsLMN7RB,spotify:track:7LN1f9jAIu7yxBzsLMN7RB,https://api.spotify.com/v1/tracks/7LN1f9jAIu7yxBzsLMN7RB,https://api.spotify.com/v1/audio-analysis/7LN1f9jAIu7yxBzsLMN7RB,266137,4,DEAN,52,Come Over,2017-02-17,Limbo
0.739,0.706,9,-6.534,1,0.152,0.219,0.0,0.132,0.559,144.111,audio_features,1enx9LPZrXxaVVBxas5rRm,spotify:track:1enx9LPZrXxaVVBxas5rRm,https://api.spotify.com/v1/tracks/1enx9LPZrXxaVVBxas5rRm,https://api.spotify.com/v1/audio-analysis/1enx9LPZrXxaVVBxas5rRm,232867,4,Park Kyung,50,Ordinary Love,2015-09-21,Ordinary Love
0.718,0.476,4,-9.205,1,0.139,0.422,0.0,0.0876,0.448,48.973,audio_features,3JBnDOUd18QKjDqSYuOfpm,spotify:track:3JBnDOUd18QKjDqSYuOfpm,https://api.spotify.com/v1/tracks/3JBnDOUd18QKjDqSYuOfpm,https://api.spotify.com/v1/audio-analysis/3JBnDOUd18QKjDqSYuOfpm,222415,4,Suzy,57,Dream,2016-01-07,Dream
0.632,0.625,2,-5.781,1,0.291,0.0644,0.0,0.689,0.535,139.981,audio_features,1CKhx6sSkUxzomXnYZqSMh,spotify:track:1CKhx6sSkUxzomXnYZqSMh,https://api.spotify.com/v1/tracks/1CKhx6sSkUxzomXnYZqSMh,https://api.spotify.com/v1/audio-analysis/1CKhx6sSkUxzomXnYZqSMh,192126,4,BROCKHAMPTON,54,TOKYO,2017-08-25,SATURATION II
0.539,0.846,8,-3.192,1,0.0354,0.0063,1.68e-06,0.13,0.46,106.992,audio_features,0WNGsQ1oAuHzNTk8jivBKW,spotify:track:0WNGsQ1oAuHzNTk8jivBKW,https://api.spotify.com/v1/tracks/0WNGsQ1oAuHzNTk8jivBKW,https://api.spotify.com/v1/audio-analysis/0WNGsQ1oAuHzNTk8jivBKW,274097,4,BTS,75,Spring Day,2017-02-13,You Never Walk Alone
0.275,0.925,11,-3.532,1,0.0598,3.82e-06,8.54e-06,0.0877,0.358,177.988,audio_features,0jXK4Xy4LAEKFgRiTr3M7w,spotify:track:0jXK4Xy4LAEKFgRiTr3M7w,https://api.spotify.com/v1/tracks/0jXK4Xy4LAEKFgRiTr3M7w,https://api.spotify.com/v1/audio-analysis/0jXK4Xy4LAEKFgRiTr3M7w,324453,4,GALNERYUS,60,HUNTING FOR YOUR DREAM,2012-10-10,ANGEL OF SALVATION
0.758,0.402,9,-5.066,1,0.0459,0.411,0.0,0.217,0.519,92.109,audio_features,6yEfq48XkEzCg0TwY6Hhkb,spotify:track:6yEfq48XkEzCg0TwY6Hhkb,https://api.spotify.com/v1/tracks/6yEfq48XkEzCg0TwY6Hhkb,https://api.spotify.com/v1/audio-analysis/6yEfq48XkEzCg0TwY6Hhkb,189154,4,Zion.T,0,No Make Up,2015-10-12,No Make Up - Single
0.693,0.797,7,-5.694,0,0.193,0.0824,0.0,0.108,0.661,102.908,audio_features,0JJeoiCAa1hwcBsPxBN2w4,spotify:track:0JJeoiCAa1hwcBsPxBN2w4,https://api.spotify.com/v1/tracks/0JJeoiCAa1hwcBsPxBN2w4,https://api.spotify.com/v1/audio-analysis/0JJeoiCAa1hwcBsPxBN2w4,182301,4,GroovyRoom,49,"Sunday (feat. HEIZE, Jay Park)",2017-07-24,EVERYWHERE
0.623,0.731,1,-5.207,0,0.212,0.227,0.0,0.197,0.634,81.969,audio_features,7kSgqkkLTnAkE8UnnZg9MI,spotify:track:7kSgqkkLTnAkE8UnnZg9MI,https://api.spotify.com/v1/tracks/7kSgqkkLTnAkE8UnnZg9MI,https://api.spotify.com/v1/audio-analysis/7kSgqkkLTnAkE8UnnZg9MI,252031,4,G2,0,Comfortable,2017-03-30,G2's Life
0.532,0.471,2,-6.375,1,0.061,0.573,0.0,0.38,0.306,67.373,audio_features,41lw42I7uyqwPEQOPZwcOG,spotify:track:41lw42I7uyqwPEQOPZwcOG,https://api.spotify.com/v1/tracks/41lw42I7uyqwPEQOPZwcOG,https://api.spotify.com/v1/audio-analysis/41lw42I7uyqwPEQOPZwcOG,218280,4,HEIZE,46,Star,2016-12-05,Star
0.337,0.965,7,-6.072,1,0.189,9.64e-06,0.00464,0.279,0.601,175.008,audio_features,6f78bJDQcdWdwQzNVz7E2D,spotify:track:6f78bJDQcdWdwQzNVz7E2D,https://api.spotify.com/v1/tracks/6f78bJDQcdWdwQzNVz7E2D,https://api.spotify.com/v1/audio-analysis/6f78bJDQcdWdwQzNVz7E2D,282147,4,Masafumi Takada,24,V3 Argument -BLADE LOCK-,2017-02-24,Danganronpa V3: Killing Harmony Original Soundtrack Black
0.4,0.724,8,-6.064,1,0.253,0.375,0.0,0.0927,0.43,96.782,audio_features,6jLsYKGOBRBRvdowIzuyUf,spotify:track:6jLsYKGOBRBRvdowIzuyUf,https://api.spotify.com/v1/tracks/6jLsYKGOBRBRvdowIzuyUf,https://api.spotify.com/v1/audio-analysis/6jLsYKGOBRBRvdowIzuyUf,216786,4,Jay Park,0,All I Wanna Do (feat. Hoody & 로꼬 Loco) [Korean Version],2016-10-20,Everything You Wanted
0.5,0.559,10,-5.166,0,0.448,0.354,0.0,0.0906,0.278,175.702,audio_features,1qF1S4e4WBw6nG1mglWfEH,spotify:track:1qF1S4e4WBw6nG1mglWfEH,https://api.spotify.com/v1/tracks/1qF1S4e4WBw6nG1mglWfEH,https://api.spotify.com/v1/audio-analysis/1qF1S4e4WBw6nG1mglWfEH,223403,4,Beenzino,40,"Dali, Van, Picasso",2016-05-31,12
0.883,0.647,10,-8.2,0,0.0799,0.57,1.05e-06,0.359,0.729,117.016,audio_features,0EYOhg4jMf7hCLeQIxlvKL,spotify:track:0EYOhg4jMf7hCLeQIxlvKL,https://api.spotify.com/v1/tracks/0EYOhg4jMf7hCLeQIxlvKL,https://api.spotify.com/v1/audio-analysis/0EYOhg4jMf7hCLeQIxlvKL,236053,4,offonoff,52,gold (Feat. Dean),2017-07-24,boy.
0.632,0.531,8,-5.669,1,0.0333,0.249,0.0,0.346,0.511,95.061,audio_features,6GS3lnAVy5w6AHWEKYzYeS,spotify:track:6GS3lnAVy5w6AHWEKYzYeS,https://api.spotify.com/v1/tracks/6GS3lnAVy5w6AHWEKYzYeS,https://api.spotify.com/v1/audio-analysis/6GS3lnAVy5w6AHWEKYzYeS,224099,4,DEAN,58,What 2 Do,2016-03-25,130 Mood : TRBL
0.62,0.644,4,-2.713,0,0.0447,0.314,0.0,0.105,0.502,145.87,audio_features,3eHkFA3StDR9BU7EVrUFLs,spotify:track:3eHkFA3StDR9BU7EVrUFLs,https://api.spotify.com/v1/tracks/3eHkFA3StDR9BU7EVrUFLs,https://api.spotify.com/v1/audio-analysis/3eHkFA3StDR9BU7EVrUFLs,232195,4,SURAN,60,WINE (Feat.Changmo) (Prod. SUGA),2017-04-27,WINE
0.452,0.86,2,-4.191,0,0.0454,0.00304,5.79e-05,0.131,0.201,121.98,audio_features,1cMuLvFjzZkNUFeZM9Pe79,spotify:track:1cMuLvFjzZkNUFeZM9Pe79,https://api.spotify.com/v1/tracks/1cMuLvFjzZkNUFeZM9Pe79,https://api.spotify.com/v1/audio-analysis/1cMuLvFjzZkNUFeZM9Pe79,318480,3,Aimer,40,LAST STARDUST,2017,Best Selection Noir
0.468,0.961,11,-1.434,1,0.0727,0.0133,0.0,0.331,0.354,94.646,audio_features,1y3Ml1b1c4v3ZdpbWLKD1F,spotify:track:1y3Ml1b1c4v3ZdpbWLKD1F,https://api.spotify.com/v1/tracks/1y3Ml1b1c4v3ZdpbWLKD1F,https://api.spotify.com/v1/audio-analysis/1y3Ml1b1c4v3ZdpbWLKD1F,244493,4,BURNOUT SYNDROMES,65,FLY HIGH!!,2016-11-29,Lemon
0.855,0.482,7,-6.673,1,0.0332,0.0277,0.0,0.116,0.654,109.995,audio_features,4Z2mXXSzuCDEHZtFGmy0X5,spotify:track:4Z2mXXSzuCDEHZtFGmy0X5,https://api.spotify.com/v1/tracks/4Z2mXXSzuCDEHZtFGmy0X5,https://api.spotify.com/v1/audio-analysis/4Z2mXXSzuCDEHZtFGmy0X5,185893,4,Sik-K,52,Rendezvous,2016-07-20,Flip
0.642,0.754,1,-5.66,0,0.234,0.0315,0.0,0.271,0.706,149.973,audio_features,24oBQMb4RRaqrCkoEsGU25,spotify:track:24oBQMb4RRaqrCkoEsGU25,https://api.spotify.com/v1/tracks/24oBQMb4RRaqrCkoEsGU25,https://api.spotify.com/v1/audio-analysis/24oBQMb4RRaqrCkoEsGU25,193974,4,DPR LIVE,0,Cheese & Wine,2017-03-24,Coming To You Live
0.7,0.435,7,-9.769,1,0.0526,0.00829,0.00012,0.0925,0.645,125.894,audio_features,4m2lVqfPeSTD3azgBJHowK,spotify:track:4m2lVqfPeSTD3azgBJHowK,https://api.spotify.com/v1/tracks/4m2lVqfPeSTD3azgBJHowK,https://api.spotify.com/v1/audio-analysis/4m2lVqfPeSTD3azgBJHowK,275500,4,BROCKHAMPTON,48,FAKE,2017-06-09,SATURATION
0.694,0.798,10,-4.674,0,0.0712,0.136,0.0,0.103,0.4,139.951,audio_features,1EwoWDybXGJKpqJAYVkOet,spotify:track:1EwoWDybXGJKpqJAYVkOet,https://api.spotify.com/v1/tracks/1EwoWDybXGJKpqJAYVkOet,https://api.spotify.com/v1/audio-analysis/1EwoWDybXGJKpqJAYVkOet,276920,4,hwang kwanghee X GAEKO,0,Your Night (feat.OH HYUK),2016-12-31,Great Legacy
0.368,0.906,11,-2.892,0,0.101,0.0019,0.0,0.344,0.692,177.956,audio_features,1hi0P1Y2he1p09xnUccuAN,spotify:track:1hi0P1Y2he1p09xnUccuAN,https://api.spotify.com/v1/tracks/1hi0P1Y2he1p09xnUccuAN,https://api.spotify.com/v1/audio-analysis/1hi0P1Y2he1p09xnUccuAN,236427,4,FLOW,63,Sign,2010-07-06,Microcosm
0.433,0.897,11,-4.993,0,0.102,0.00677,0.0,0.384,0.459,176.855,audio_features,6Z1hshWhKkSIxGxZoTRsya,spotify:track:6Z1hshWhKkSIxGxZoTRsya,https://api.spotify.com/v1/tracks/6Z1hshWhKkSIxGxZoTRsya,https://api.spotify.com/v1/audio-analysis/6Z1hshWhKkSIxGxZoTRsya,240240,4,いとうかなこ,40,アマデウス,2017-11-15,One's Rock
0.734,0.852,2,-3.85,1,0.0916,0.0401,0.0,0.196,0.787,98.504,audio_features,0Yz3F0UGDibDe8uU69zmjn,spotify:track:0Yz3F0UGDibDe8uU69zmjn,https://api.spotify.com/v1/tracks/0Yz3F0UGDibDe8uU69zmjn,https://api.spotify.com/v1/audio-analysis/0Yz3F0UGDibDe8uU69zmjn,226128,4,HEIZE,56,And July,2016-07-18,And July
0.463,0.566,8,-6.195,1,0.145,0.196,0.0,0.284,0.219,93.921,audio_features,6z1kLsntE7FuzKZHZWrXYN,spotify:track:6z1kLsntE7FuzKZHZWrXYN,https://api.spotify.com/v1/tracks/6z1kLsntE7FuzKZHZWrXYN,https://api.spotify.com/v1/audio-analysis/6z1kLsntE7FuzKZHZWrXYN,255729,4,DEAN,68,instagram,2017-12-26,instagram
0.373,0.914,0,-4.185,1,0.0565,0.076,0.0,0.669,0.56,168.21,audio_features,3ILmwMefYZoQh5Cf5jeuUQ,spotify:track:3ILmwMefYZoQh5Cf5jeuUQ,https://api.spotify.com/v1/tracks/3ILmwMefYZoQh5Cf5jeuUQ,https://api.spotify.com/v1/audio-analysis/3ILmwMefYZoQh5Cf5jeuUQ,232360,4,Motohiro Hata,59,透明だった世界,2010-10-06,Documentary
0.841,0.722,1,-4.845,0,0.0512,0.251,0.0,0.0372,0.713,119.932,audio_features,3IRR7SWdHVojpCWfnwM2Vs,spotify:track:3IRR7SWdHVojpCWfnwM2Vs,https://api.spotify.com/v1/tracks/3IRR7SWdHVojpCWfnwM2Vs,https://api.spotify.com/v1/audio-analysis/3IRR7SWdHVojpCWfnwM2Vs,192066,4,SURAN,44,1+1=0 (Feat. DEAN),2017-06-02,Walkin'
0.406,0.959,0,-3.014,1,0.0952,0.000891,0.0,0.327,0.571,94.277,audio_features,5s0AxcVJJD2YYPstMb61ro,spotify:track:5s0AxcVJJD2YYPstMb61ro,https://api.spotify.com/v1/tracks/5s0AxcVJJD2YYPstMb61ro,https://api.spotify.com/v1/audio-analysis/5s0AxcVJJD2YYPstMb61ro,170640,4,Hello Sleepwalkers,62,Goya No Machiawase,2014-02-19,Masked Monkey Awakening
0.397,0.686,6,-4.425,0,0.0311,0.37,1.73e-06,0.115,0.486,80.038,audio_features,23Sp4OKoHAmPehmCFsmWdX,spotify:track:23Sp4OKoHAmPehmCFsmWdX,https://api.spotify.com/v1/tracks/23Sp4OKoHAmPehmCFsmWdX,https://api.spotify.com/v1/audio-analysis/23Sp4OKoHAmPehmCFsmWdX,204541,4,Hoody,47,Your Eyes,2016-12-16,On and On
0.465,0.955,2,-4.021,0,0.115,0.00205,0.0,0.373,0.379,101.837,audio_features,6eeVQNBwOCXTpvs8GmDUp8,spotify:track:6eeVQNBwOCXTpvs8GmDUp8,https://api.spotify.com/v1/tracks/6eeVQNBwOCXTpvs8GmDUp8,https://api.spotify.com/v1/audio-analysis/6eeVQNBwOCXTpvs8GmDUp8,90588,4,UROBOROS,28,Black Swallowtail - TV Edit,2015,Black Swallowtail (TV Edit)
0.754,0.803,9,-3.233,0,0.0797,0.0326,0.0,0.225,0.36,140.016,audio_features,50WjJ7Haxc2ZKaRKJhYybD,spotify:track:50WjJ7Haxc2ZKaRKJhYybD,https://api.spotify.com/v1/tracks/50WjJ7Haxc2ZKaRKJhYybD,https://api.spotify.com/v1/audio-analysis/50WjJ7Haxc2ZKaRKJhYybD,199393,4,MINO,0,BODY,2016-09-08,The MOBB
0.776,0.392,5,-10.493,0,0.207,0.271,2.21e-06,0.14,0.438,87.98,audio_features,14p5EKgbPx4U3P1j5JNHeh,spotify:track:14p5EKgbPx4U3P1j5JNHeh,https://api.spotify.com/v1/tracks/14p5EKgbPx4U3P1j5JNHeh,https://api.spotify.com/v1/audio-analysis/14p5EKgbPx4U3P1j5JNHeh,241765,4,offonoff,59,"Cigarette (Feat. Tablo, MISO)",2017-07-24,boy.
0.593,0.935,10,-3.853,0,0.0684,0.00221,0.0,0.315,0.618,100.003,audio_features,5aHfGUxRec6c41luxkDqhX,spotify:track:5aHfGUxRec6c41luxkDqhX,https://api.spotify.com/v1/tracks/5aHfGUxRec6c41luxkDqhX,https://api.spotify.com/v1/audio-analysis/5aHfGUxRec6c41luxkDqhX,238533,4,Kenshi Yonezu,69,ピースサイン,2017-11-01,BOOTLEG
0.91,0.848,5,-4.495,0,0.206,0.198,0.0,0.092,0.543,116.983,audio_features,0Gl26CYRYO06tZCK8TgRpV,spotify:track:0Gl26CYRYO06tZCK8TgRpV,https://api.spotify.com/v1/tracks/0Gl26CYRYO06tZCK8TgRpV,https://api.spotify.com/v1/audio-analysis/0Gl26CYRYO06tZCK8TgRpV,198087,4,punchnello,0,CORONA,2016-09-08,LIME
0.471,0.77,6,-3.783,0,0.102,0.0002,0.00308,0.0974,0.529,174.85,audio_features,1dsh4buvcBs2u7YtHy29c7,spotify:track:1dsh4buvcBs2u7YtHy29c7,https://api.spotify.com/v1/tracks/1dsh4buvcBs2u7YtHy29c7,https://api.spotify.com/v1/audio-analysis/1dsh4buvcBs2u7YtHy29c7,262693,4,KANA-BOON,57,ないものねだり,2013-04-24,僕がCDを出したら
0.577,0.751,3,-4.352,0,0.0356,0.000727,0.0,0.102,0.506,129.014,audio_features,7AoK7YuZ5sQYtPofTFElIE,spotify:track:7AoK7YuZ5sQYtPofTFElIE,https://api.spotify.com/v1/tracks/7AoK7YuZ5sQYtPofTFElIE,https://api.spotify.com/v1/audio-analysis/7AoK7YuZ5sQYtPofTFElIE,209096,4,DEAN,59,I'm Not Sorry,2015-07-07,I'm Not Sorry
0.697,0.692,7,-5.34,1,0.0511,0.263,0.0,0.104,0.281,124.829,audio_features,4AGgXEtNPFPAMUoDEgjvwX,spotify:track:4AGgXEtNPFPAMUoDEgjvwX,https://api.spotify.com/v1/tracks/4AGgXEtNPFPAMUoDEgjvwX,https://api.spotify.com/v1/audio-analysis/4AGgXEtNPFPAMUoDEgjvwX,193605,4,HYUKOH,0,Wi Ing Wi Ing,2014-10-10,20
0.768,0.618,9,-6.928,0,0.0529,0.317,0.0,0.299,0.7,96.975,audio_features,75ai0ibymmqyCyaxwZuhnu,spotify:track:75ai0ibymmqyCyaxwZuhnu,https://api.spotify.com/v1/tracks/75ai0ibymmqyCyaxwZuhnu,https://api.spotify.com/v1/audio-analysis/75ai0ibymmqyCyaxwZuhnu,213252,4,ZICO,48,"I Am You, You Are Me",2016-01-25,Break Up 2 Make Up
0.538,0.436,3,-8.73,0,0.0504,0.726,0.0,0.151,0.37,87.111,audio_features,0AO2yQNGcH0ASHHU5lS4lT,spotify:track:0AO2yQNGcH0ASHHU5lS4lT,https://api.spotify.com/v1/tracks/0AO2yQNGcH0ASHHU5lS4lT,https://api.spotify.com/v1/audio-analysis/0AO2yQNGcH0ASHHU5lS4lT,229350,4,Zion.T,0,양화대교 (Yanghwa Brdg),2014-09-29,양화대교 (Yanghwa Brdg) - Single
0.78,0.858,7,-6.331,0,0.127,0.356,0.0,0.0937,0.5,93.987,audio_features,7A2RLTIRAbncB7EwCV2JRq,spotify:track:7A2RLTIRAbncB7EwCV2JRq,https://api.spotify.com/v1/tracks/7A2RLTIRAbncB7EwCV2JRq,https://api.spotify.com/v1/audio-analysis/7A2RLTIRAbncB7EwCV2JRq,291002,4,Epik High,0,HOME IS FAR AWAY,2017-10-23,WE'VE DONE SOMETHING WONDERFUL
0.808,0.647,11,-6.947,0,0.166,0.0716,0.000466,0.205,0.29,110.036,audio_features,7HRv1sYuwgoea1m0JRvChV,spotify:track:7HRv1sYuwgoea1m0JRvChV,https://api.spotify.com/v1/tracks/7HRv1sYuwgoea1m0JRvChV,https://api.spotify.com/v1/audio-analysis/7HRv1sYuwgoea1m0JRvChV,266000,4,BROCKHAMPTON,61,GOLD,2017-06-09,SATURATION
0.699,0.562,4,-5.573,0,0.253,0.213,0.0,0.42,0.471,104.995,audio_features,1Zv6zo71iDXH07Lin7hxMg,spotify:track:1Zv6zo71iDXH07Lin7hxMg,https://api.spotify.com/v1/tracks/1Zv6zo71iDXH07Lin7hxMg,https://api.spotify.com/v1/audio-analysis/1Zv6zo71iDXH07Lin7hxMg,189410,4,HEIZE,53,Don't Know You,2017-06-26,"/// (You, Clouds, Rain)"
0.747,0.618,11,-4.212,1,0.047,0.0742,0.0,0.107,0.621,102.038,audio_features,1iArAuiiDPjtZcwO33YeLF,spotify:track:1iArAuiiDPjtZcwO33YeLF,https://api.spotify.com/v1/tracks/1iArAuiiDPjtZcwO33YeLF,https://api.spotify.com/v1/audio-analysis/1iArAuiiDPjtZcwO33YeLF,190957,4,Loco,51,Too Much (Feat. DEAN),2017-05-25,BLEACHED
0.701,0.775,5,-4.312,0,0.0349,0.0313,0.0,0.213,0.489,126.979,audio_features,5HIKTopIsEr4NZM99yytdo,spotify:track:5HIKTopIsEr4NZM99yytdo,https://api.spotify.com/v1/tracks/5HIKTopIsEr4NZM99yytdo,https://api.spotify.com/v1/audio-analysis/5HIKTopIsEr4NZM99yytdo,185917,4,ONE,0,heyahe,2017-07-11,ONE DAY
0.329,0.168,0,-19.1,0,0.0346,0.966,0.858,0.0977,0.114,99.576,audio_features,326OjBmyYq51SrKlRSAu5N,spotify:track:326OjBmyYq51SrKlRSAu5N,https://api.spotify.com/v1/tracks/326OjBmyYq51SrKlRSAu5N,https://api.spotify.com/v1/audio-analysis/326OjBmyYq51SrKlRSAu5N,273000,4,PurpleSchala,7,"I'll Face Myself -Battle- (From ""Persona 4"")",2018-06-20,Go To Sleep: Persona 4/5 for Solo Piano
0.646,0.897,8,-2.057,1,0.193,0.0453,0.0,0.114,0.86,162.017,audio_features,4jQDaI7FRGaDB0llURpnNf,spotify:track:4jQDaI7FRGaDB0llURpnNf,https://api.spotify.com/v1/tracks/4jQDaI7FRGaDB0llURpnNf,https://api.spotify.com/v1/audio-analysis/4jQDaI7FRGaDB0llURpnNf,179053,4,Block B,55,HER,2014-07-24,HER
